DatumTijd,GAS_UTIL_Totaal_Nm³,GAS_UTIL_Turbine_Nm³,GAS_UTIL_HRSG_Nm³,GAS_UTIL_GT EDP_day avg_Nm3,GAS_UTIL_HRSG EDP_day avg_Nm3,GAS_UTIL_BUB brander 1_Nm³,GAS_UTIL_BUB brander 2_Nm³,GAS_UTIL_BUB brander 1+2_Nm3,GAS_NB_NB TOT_Nm³,GAS_CP_CP TOT_Nm³,GAS_NB_NB Wervelbeddroger_Nm³,GAS_NB_NB Sproeidroger_Nm³,GAS_CP_CP Klinkeroven_Nm³,GAS_CP_CP TiCl4 verhitter_Nm³,GAS_CP_CP Zuurstofverhitter_Nm³,GAS_CP_CP AGV_Nm³,STOOM_UTIL_HRSG_ton/hr,STOOM_UTIL_WHB_ton/hr,STOOM_UTIL_BUB_ton/hr,STOOM_21 barg_21 barg TOT_ton/hr,STOOM_9 barg_9 barg TOT_ton/hr,STOOM_9 barg_9 barg ONTG_ton/hr,STOOM_9 barg_9 barg NB_ton/hr,STOOM_9 barg_9 barg CP_ton/hr,STOOM_21 barg_21 barg WHB_ton/hr,STOOM_21 barg_21 barg MICRONISATIE_ton/hr,GAS_ENI_Totaal_Nm³,GAS_ENI_Totaal_MWh,GAS_ENI_Totaal_kWhNm³,ELEC_FLUVIUS_Afname_kWh,ELEC_FLUVIUS_GTprod_kWh,ELEC_FLUVIUS_Injectie_kWh,ELEC_verbruik_kWh,GT_REND_%,GAS_balans_Nm³,Maand,Dag,Uur,Week,Weekdag,Label,Label2,Type
1/1/2022 0:00,3913.67,1827.11,23.59,1825.0,535.0,0.0,0.0,0.0,680.85,928.11,330.85,607.45,178.25,236.84,126.82,46.39,23.59,3.4,0.0,14.32,6.46,1.23,1.38,4.57,0.0,14.32,3913.67,30.44,11.42,0.0,5808.0,105.6,5702.4,0.31,-57.41,1.0,1.0,0.0,1.0,6.0,110.0,11.0,wknd
1/1/2022 1:00,3820.28,1828.98,24.23,1825.0,535.0,0.0,0.0,0.0,674.93,837.34,240.46,595.24,178.31,237.77,129.16,40.78,24.23,3.36,0.0,14.31,6.68,1.15,1.4,4.56,0.0,14.31,3820.28,30.1,11.41,0.0,5849.25,242.0,5607.25,0.31,-55.97,1.0,1.0,1.0,1.0,6.0,111.0,11.0,wknd
1/1/2022 2:00,4015.19,1830.85,25.2,1825.0,535.0,0.0,0.0,0.0,657.92,930.27,331.68,605.34,174.8,236.93,127.75,44.57,25.2,3.39,0.0,14.31,6.98,1.38,2.18,4.69,0.0,14.31,4015.19,29.08,11.41,4.4,5846.5,39.6,5811.3,0.31,61.15,1.0,1.0,2.0,1.0,6.0,112.0,11.0,wknd
1/1/2022 3:00,3872.51,1832.73,24.3,1825.0,535.0,0.0,0.0,0.0,639.61,920.48,320.75,601.16,167.17,234.82,127.4,23.35,24.3,3.21,0.0,14.3,7.27,1.18,1.43,4.73,0.0,14.3,3872.51,29.98,11.41,17.6,5857.5,61.6,5813.5,0.31,-55.3,1.0,1.0,3.0,1.0,6.0,113.0,11.0,wknd
1/1/2022 4:00,3845.02,1834.6,24.85,1825.0,535.0,0.0,0.0,0.0,620.99,896.41,299.86,600.31,161.22,234.55,128.53,13.06,24.85,3.15,0.0,14.3,7.57,1.24,1.56,4.71,0.0,14.3,3845.02,29.87,11.41,0.0,5871.25,74.8,5796.45,0.31,-41.98,1.0,1.0,4.0,1.0,6.0,114.0,11.0,wknd
1/1/2022 5:00,4028.77,1835.78,26.34,1825.0,535.0,0.0,0.0,0.0,606.42,934.18,334.41,600.39,160.54,233.14,128.51,19.55,26.34,1.58,0.0,14.31,7.86,1.38,1.74,4.69,0.0,14.31,4028.77,31.45,11.41,35.2,5898.75,52.8,5881.15,0.31,117.39,1.0,1.0,5.0,1.0,6.0,115.0,11.0,wknd
1/1/2022 6:00,3983.56,1833.33,25.57,1825.0,535.0,0.0,0.0,0.0,607.52,932.3,335.1,595.14,158.66,232.79,126.59,13.12,25.57,1.21,0.0,14.37,8.64,1.39,1.21,4.72,0.04,14.37,3953.85,45.7,11.56,22.0,5931.75,35.2,5918.55,0.31,75.4,1.0,1.0,6.0,1.0,6.0,116.0,11.0,wknd
1/1/2022 7:00,3874.65,1830.38,24.46,1825.0,535.0,0.0,0.0,0.0,610.19,932.98,335.16,597.4,160.09,228.33,127.12,13.09,24.46,3.2,0.0,14.42,7.56,1.21,1.47,4.69,0.0,14.42,3854.42,44.55,11.56,0.0,5942.75,290.4,5652.35,0.31,-33.89,1.0,1.0,7.0,1.0,6.0,117.0,11.0,wknd
1/1/2022 8:00,3959.42,1827.43,25.67,1825.0,535.0,0.0,0.0,0.0,612.85,936.04,336.92,604.13,161.87,226.98,128.34,13.06,25.67,3.29,0.0,14.48,7.09,1.41,1.96,4.69,0.0,14.48,3933.71,45.47,11.56,0.0,5926.25,189.2,5737.05,0.31,48.1,1.0,1.0,8.0,1.0,6.0,118.0,11.0,wknd
1/1/2022 9:00,3838.83,1824.48,24.01,1825.0,535.0,0.0,0.0,0.0,615.52,925.32,336.03,592.63,160.13,227.63,128.04,13.08,24.01,3.27,0.0,14.53,6.7,1.17,1.76,4.69,0.0,14.53,3814.99,44.1,11.56,0.0,5909.75,149.6,5760.15,0.31,-61.48,1.0,1.0,9.0,1.0,6.0,119.0,11.0,wknd
1/1/2022 10:00,3940.15,1821.52,25.28,1825.0,535.0,0.0,0.0,0.0,617.83,939.98,339.63,605.23,166.77,235.85,127.11,15.43,25.28,3.12,0.0,14.59,6.66,1.18,1.56,4.65,0.0,14.59,3904.24,45.12,11.56,8.8,5890.5,57.2,5842.1,0.31,25.82,1.0,1.0,10.0,1.0,6.0,1110.0,11.0,wknd
1/1/2022 11:00,3667.8,1818.57,25.76,1825.0,535.0,0.0,0.0,0.0,613.97,636.93,337.07,306.79,164.61,227.91,129.09,13.91,25.76,3.11,0.0,14.64,7.09,1.61,1.89,4.74,0.0,14.64,3655.63,42.19,11.54,8.8,5868.5,83.6,5793.7,0.31,63.32,1.0,1.0,11.0,1.0,6.0,1111.0,11.0,wknd
1/1/2022 12:00,3845.7,1815.62,24.34,1825.0,535.0,0.0,0.0,0.0,607.84,891.36,334.27,565.92,165.59,229.33,127.15,13.1,24.34,3.25,0.0,14.7,6.45,1.14,1.45,4.87,0.0,14.7,3814.48,43.98,11.53,8.8,5830.0,35.2,5803.6,0.31,-4.13,1.0,1.0,12.0,1.0,6.0,1112.0,11.0,wknd
1/1/2022 13:00,3879.65,1813.16,24.46,1825.0,535.0,0.0,0.0,0.0,602.71,937.02,331.64,607.9,164.57,226.69,127.6,13.15,24.46,3.27,0.0,14.74,5.67,1.18,1.46,4.73,0.0,14.74,3854.32,44.47,11.54,17.6,5788.75,22.0,5784.35,0.31,-8.25,1.0,1.0,13.0,1.0,6.0,1113.0,11.0,wknd
1/1/2022 14:00,3923.26,1812.47,25.82,1825.0,535.0,0.0,0.0,0.0,609.89,935.5,330.31,612.74,167.06,229.61,128.4,13.19,25.82,3.26,0.0,14.69,5.45,1.28,1.95,4.7,0.0,14.69,3901.86,44.98,11.53,4.4,5758.5,105.6,5657.3,0.31,30.41,1.0,1.0,14.0,1.0,6.0,1114.0,11.0,wknd
1/1/2022 15:00,3926.52,1815.25,25.45,1825.0,535.0,0.0,0.0,0.0,611.96,936.94,333.84,613.94,164.78,227.3,128.24,13.15,25.45,3.27,0.0,14.58,5.51,1.43,1.89,4.67,0.0,14.58,3890.78,44.82,11.52,0.0,5750.25,44.0,5706.25,0.3,27.38,1.0,1.0,15.0,1.0,6.0,1115.0,11.0,wknd
1/1/2022 16:00,3884.6,1818.02,24.6,1825.0,535.0,0.0,0.0,0.0,614.04,941.9,337.49,611.12,164.24,226.59,127.04,13.24,24.6,3.25,0.0,14.47,5.57,1.4,2.01,4.59,0.0,14.47,3851.08,44.36,11.52,96.8,5764.0,0.0,5860.8,0.3,-24.36,1.0,1.0,16.0,1.0,6.0,1116.0,11.0,wknd
1/1/2022 17:00,3826.14,1820.8,24.02,1825.0,535.0,0.0,0.0,0.0,616.12,949.39,347.15,605.87,163.1,231.46,127.94,13.27,24.02,3.25,0.0,14.36,5.64,1.02,1.42,4.61,0.0,14.36,3801.61,43.78,11.52,158.4,5777.75,0.0,5936.15,0.31,-95.17,1.0,1.0,17.0,1.0,6.0,1117.0,11.0,wknd
1/1/2022 18:00,3831.49,1823.58,23.99,1825.0,535.0,0.0,0.0,0.0,618.2,959.53,354.34,606.42,159.79,226.93,127.59,13.32,23.99,3.24,0.0,14.25,5.7,0.97,1.44,4.6,0.0,14.25,3801.49,43.76,11.51,61.6,5797.0,26.4,5832.2,0.31,-104.81,1.0,1.0,18.0,1.0,6.0,1118.0,11.0,wknd
1/1/2022 19:00,3849.43,1826.35,24.04,1825.0,535.0,0.0,0.0,0.0,641.84,893.46,358.7,535.34,167.42,236.55,126.57,33.09,24.04,3.27,0.0,14.14,5.76,1.02,1.65,4.62,0.0,14.14,3821.38,43.99,11.51,52.8,5808.0,0.0,5860.8,0.31,-47.23,1.0,1.0,19.0,1.0,6.0,1119.0,11.0,wknd
1/1/2022 20:00,3889.64,1829.13,24.93,1825.0,535.0,0.0,0.0,0.0,687.96,865.13,355.72,506.66,168.49,236.84,127.02,33.11,24.93,3.21,0.0,14.02,6.42,1.41,2.08,4.59,0.0,14.02,3860.75,44.42,11.51,30.8,5816.25,8.8,5838.25,0.31,-27.58,1.0,1.0,20.0,1.0,6.0,1120.0,11.0,wknd
1/1/2022 21:00,3789.89,1831.86,24.36,1825.0,535.0,0.0,0.0,0.0,676.2,742.71,361.46,380.77,168.44,237.79,127.56,51.22,24.36,3.35,0.0,13.92,7.18,1.27,1.86,4.61,0.0,13.92,3762.26,43.31,11.51,4.4,5832.75,22.0,5815.15,0.31,4.12,1.0,1.0,21.0,1.0,6.0,1121.0,11.0,wknd
1/1/2022 22:00,3688.79,1832.33,23.58,1825.0,535.0,0.0,0.0,0.0,662.97,690.06,360.97,332.1,172.68,244.93,128.01,52.22,23.58,3.34,0.0,13.91,5.96,1.13,1.48,4.61,0.0,13.91,3663.4,42.21,11.52,0.0,5830.0,110.0,5720.0,0.31,-31.57,1.0,1.0,22.0,1.0,6.0,1122.0,11.0,wknd
1/1/2022 23:00,3601.21,1831.56,23.43,1825.0,535.0,0.0,0.0,0.0,649.73,668.28,323.31,353.08,165.55,236.1,128.83,33.06,23.43,3.37,0.0,13.98,5.74,1.39,1.46,4.62,0.0,13.98,3574.63,41.2,11.52,17.6,5819.0,171.6,5665.0,0.31,-83.36,1.0,1.0,23.0,1.0,6.0,1123.0,11.0,wknd
1/2/2022 0:00,3653.08,1830.8,24.02,1802.08,509.17,0.0,0.0,0.0,636.5,769.89,350.59,428.02,158.95,229.65,128.39,13.32,24.02,3.27,0.0,14.04,6.21,0.94,1.47,4.69,0.0,14.04,3624.1,41.77,11.53,0.0,5810.75,123.2,5687.55,0.3,-93.28,1.0,2.0,0.0,1.0,7.0,120.0,12.0,wknd
1/2/2022 1:00,3791.53,1830.03,24.73,1802.08,509.17,0.0,0.0,0.0,623.27,848.05,347.37,503.54,158.11,230.75,127.51,13.31,24.73,3.27,0.0,14.11,5.92,1.19,1.98,4.59,0.0,14.11,3771.92,43.57,11.55,26.4,5816.25,8.8,5833.85,0.3,-18.98,1.0,2.0,1.0,1.0,7.0,121.0,12.0,wknd
1/2/2022 2:00,3800.38,1829.26,23.85,1802.08,509.17,0.0,0.0,0.0,612.45,878.75,359.9,516.84,164.35,236.22,127.18,17.01,23.85,3.17,0.0,14.18,5.73,1.23,1.63,4.62,0.0,14.18,3771.81,43.6,11.56,61.6,5802.5,0.0,5864.1,0.3,-29.25,1.0,2.0,2.0,1.0,7.0,122.0,12.0,wknd
1/2/2022 3:00,3785.17,1828.49,23.99,1802.08,509.17,0.0,0.0,0.0,636.0,866.27,345.3,520.07,166.22,237.42,125.35,30.42,23.99,3.27,0.0,14.24,5.54,1.07,1.42,4.61,0.0,14.24,3752.09,43.36,11.56,8.8,5791.5,44.0,5756.3,0.3,-54.76,1.0,2.0,3.0,1.0,7.0,123.0,12.0,wknd
1/2/2022 4:00,3781.38,1827.73,23.52,1802.08,509.17,0.0,0.0,0.0,657.24,837.72,349.61,488.75,162.35,230.89,126.88,29.6,23.52,3.32,0.0,14.31,4.3,1.23,1.84,4.64,0.0,14.31,3751.77,43.34,11.55,52.8,5824.5,30.8,5846.5,0.31,-50.47,1.0,2.0,4.0,1.0,7.0,124.0,12.0,wknd
1/2/2022 5:00,3797.81,1826.83,23.88,1802.08,509.17,0.0,0.0,0.0,663.47,834.92,355.02,474.66,166.51,236.54,126.82,31.45,23.88,3.27,0.0,14.37,3.49,1.23,1.49,4.69,0.0,14.37,3773.98,43.83,11.61,8.8,5852.0,92.4,5768.4,0.31,-36.57,1.0,2.0,5.0,1.0,7.0,125.0,12.0,wknd
1/2/2022 6:00,3764.56,1822.44,23.87,1802.08,509.17,0.0,0.0,0.0,668.36,834.07,353.81,474.93,166.75,238.46,127.01,22.68,23.87,3.2,0.0,14.35,2.24,1.05,1.41,4.74,0.0,14.35,3734.46,43.4,11.62,22.0,5854.75,61.6,5815.15,0.31,-69.48,1.0,2.0,6.0,1.0,7.0,126.0,12.0,wknd
1/2/2022 7:00,3818.7,1816.51,24.33,1802.08,509.17,0.0,0.0,0.0,657.29,835.04,357.09,475.2,171.23,239.66,125.09,34.68,24.33,3.29,0.0,14.27,2.18,1.2,1.69,4.79,0.0,14.27,3783.85,43.96,11.62,0.0,5835.5,145.2,5690.3,0.31,0.68,1.0,2.0,7.0,1.0,7.0,127.0,12.0,wknd
1/2/2022 8:00,3840.21,1810.58,25.0,1802.08,509.17,0.0,0.0,0.0,645.85,826.1,348.74,475.47,163.24,234.91,125.64,28.96,25.0,3.21,0.0,14.18,3.35,1.39,1.88,4.8,0.0,14.18,3813.49,44.31,11.62,0.0,5832.75,281.6,5551.15,0.31,48.51,1.0,2.0,8.0,1.0,7.0,128.0,12.0,wknd
1/2/2022 9:00,3766.77,1804.65,24.12,1802.08,509.17,0.0,0.0,0.0,664.02,824.05,347.78,475.74,167.25,235.96,125.66,35.91,24.12,3.27,0.0,14.1,3.29,1.18,1.65,4.68,0.0,14.1,3744.66,43.5,11.62,0.0,5843.75,321.2,5522.55,0.31,-35.12,1.0,2.0,9.0,1.0,7.0,129.0,12.0,wknd
1/2/2022 10:00,3793.16,1798.73,23.69,1802.08,509.17,0.0,0.0,0.0,677.92,832.53,355.28,476.01,177.11,241.88,124.48,50.6,23.69,3.25,0.0,14.01,3.54,1.08,1.49,4.69,0.0,14.01,3765.09,43.73,11.61,0.0,5824.5,88.0,5736.5,0.31,-25.18,1.0,2.0,10.0,1.0,7.0,1210.0,12.0,wknd
1/2/2022 11:00,3812.19,1792.8,24.5,1802.08,509.17,0.0,0.0,0.0,688.32,835.63,353.63,476.28,178.4,241.41,124.58,47.21,24.5,3.01,0.0,13.93,4.42,1.22,1.63,4.7,0.0,13.93,3785.02,44.02,11.63,8.8,5769.5,110.0,5668.3,0.31,-13.73,1.0,2.0,11.0,1.0,7.0,1211.0,12.0,wknd
1/2/2022 12:00,3680.72,1786.87,24.38,1802.08,509.17,4.34,2.97,7.31,638.95,709.47,232.82,478.01,162.29,236.94,125.33,43.76,24.38,3.06,0.0,13.84,3.73,1.26,1.71,4.78,0.0,13.84,3655.97,42.56,11.64,0.0,5742.0,114.4,5627.6,0.31,28.95,1.0,2.0,12.0,1.0,7.0,1212.0,12.0,wknd
1/2/2022 13:00,3844.61,1781.32,24.41,1802.08,509.17,0.0,0.0,0.0,659.42,839.45,338.93,509.96,165.25,242.45,125.55,51.12,24.41,3.18,0.0,13.76,2.81,1.26,1.91,4.72,0.0,13.76,3814.3,44.55,11.68,4.4,5714.5,57.2,5661.7,0.3,55.26,1.0,2.0,13.0,1.0,7.0,1213.0,12.0,wknd
1/2/2022 14:00,3835.31,1782.13,24.27,1802.08,509.17,0.0,0.0,0.0,641.56,893.14,343.99,549.52,160.41,237.42,125.36,48.27,24.27,3.34,0.0,13.74,2.63,1.28,1.74,4.7,0.0,13.74,3815.09,44.58,11.68,57.2,5709.0,0.0,5766.2,0.3,9.31,1.0,2.0,14.0,1.0,7.0,1214.0,12.0,wknd
1/2/2022 15:00,3772.53,1785.23,23.29,1802.08,509.17,0.0,0.0,0.0,677.91,866.94,339.72,525.21,163.22,237.16,125.17,49.57,23.29,3.3,0.0,13.74,2.44,1.18,1.45,4.64,0.0,13.74,3743.99,43.59,11.64,0.0,5722.75,184.8,5537.95,0.3,-66.72,1.0,2.0,15.0,1.0,7.0,1215.0,12.0,wknd
1/2/2022 16:00,3817.33,1788.33,24.24,1802.08,509.17,0.0,0.0,0.0,681.33,858.13,348.99,503.41,162.95,239.34,124.42,50.41,24.24,3.34,0.0,13.75,2.5,1.23,1.89,4.61,0.0,13.75,3783.59,44.04,11.64,0.0,5728.25,140.8,5587.45,0.3,-19.63,1.0,2.0,16.0,1.0,7.0,1216.0,12.0,wknd
1/2/2022 17:00,3748.44,1791.43,23.77,1802.08,509.17,0.0,0.0,0.0,663.9,823.1,356.44,464.33,167.58,236.9,124.7,43.64,23.77,3.26,0.0,13.75,2.43,1.12,1.59,4.61,0.0,13.75,3724.08,43.33,11.64,0.0,5761.25,110.0,5651.25,0.31,-39.16,1.0,2.0,17.0,1.0,7.0,1217.0,12.0,wknd
1/2/2022 18:00,3757.34,1794.53,24.33,1802.08,509.17,0.0,0.0,0.0,658.53,780.4,359.87,416.39,169.04,237.99,125.55,49.09,24.33,3.32,0.0,13.75,2.53,1.34,1.86,4.62,0.0,13.75,3734.18,43.44,11.63,0.0,5769.5,83.6,5685.9,0.31,14.71,1.0,2.0,18.0,1.0,7.0,1218.0,12.0,wknd
1/2/2022 19:00,3624.47,1797.63,23.02,1802.08,509.17,0.0,0.0,0.0,668.13,740.41,360.67,380.7,169.0,240.48,125.9,47.55,23.02,3.34,0.0,13.76,2.7,1.1,1.73,4.61,0.0,13.76,3595.44,41.81,11.63,0.0,5788.75,176.0,5612.75,0.31,-90.87,1.0,2.0,19.0,1.0,7.0,1219.0,12.0,wknd
1/2/2022 20:00,3607.91,1800.73,23.72,1802.08,509.17,0.0,0.0,0.0,677.77,658.99,364.66,301.48,170.81,238.59,124.47,50.44,23.72,3.35,0.0,13.76,2.67,1.32,1.48,4.68,0.0,13.76,3585.47,41.71,11.63,0.0,5794.25,149.6,5644.65,0.31,-38.75,1.0,2.0,20.0,1.0,7.0,1220.0,12.0,wknd
1/2/2022 21:00,3677.61,1804.12,24.39,1802.08,509.17,0.0,0.0,0.0,687.42,659.93,359.88,299.25,173.76,241.04,125.41,50.78,24.39,3.27,0.0,13.73,2.84,1.25,1.99,4.66,0.0,13.73,3655.05,42.52,11.63,4.4,5777.75,57.2,5724.95,0.3,16.98,1.0,2.0,21.0,1.0,7.0,1221.0,12.0,wknd
1/2/2022 22:00,3562.16,1809.18,23.42,1802.08,509.17,0.0,0.0,0.0,691.23,604.05,304.59,300.69,172.13,237.32,126.37,49.53,23.42,3.35,0.0,13.13,3.0,1.18,1.51,4.59,0.0,13.13,3536.01,41.13,11.63,0.0,5791.5,193.6,5597.9,0.3,-51.47,1.0,2.0,22.0,1.0,7.0,1222.0,12.0,wknd
1/2/2022 23:00,3569.86,1806.26,24.49,1802.08,509.17,0.0,0.0,0.0,626.37,620.68,278.36,344.25,166.91,235.78,124.77,26.96,24.49,3.26,0.0,13.66,4.23,1.27,1.68,4.62,0.0,13.66,3545.67,41.21,11.62,0.0,5797.0,264.0,5533.0,0.31,7.38,1.0,2.0,23.0,1.0,7.0,1223.0,12.0,wknd
1/3/2022 0:00,3726.19,1804.2,25.01,1830.42,555.42,0.0,0.0,0.0,640.57,723.86,283.31,443.57,165.54,236.76,124.8,29.46,25.01,3.18,0.0,14.17,3.1,1.36,1.98,4.66,0.0,14.17,3704.47,43.04,11.62,0.0,5816.25,136.4,5679.85,0.31,2.14,1.0,3.0,0.0,2.0,1.0,130.0,13.0,week <> 17-20
1/3/2022 1:00,3771.01,1808.95,24.15,1830.42,555.42,0.0,0.0,0.0,666.81,825.41,358.1,469.41,167.19,233.9,126.25,37.58,24.15,3.35,0.0,14.18,3.13,1.16,1.47,4.69,0.0,14.18,3743.86,43.48,11.61,0.0,5813.5,198.0,5615.5,0.31,-85.57,1.0,3.0,1.0,2.0,1.0,131.0,13.0,week <> 17-20
1/3/2022 2:00,3825.19,1813.9,24.32,1830.42,555.42,0.0,0.0,0.0,681.52,831.35,365.22,469.96,164.05,233.97,125.21,35.24,24.32,3.24,0.0,14.18,3.35,1.17,1.8,4.67,0.0,14.18,3793.32,44.02,11.6,8.8,5843.75,110.0,5742.55,0.31,-56.99,1.0,3.0,2.0,2.0,1.0,132.0,13.0,week <> 17-20
1/3/2022 3:00,3823.5,1818.85,23.99,1830.42,555.42,0.0,0.0,0.0,633.71,831.44,363.56,470.52,171.12,235.88,125.84,49.92,23.99,3.33,0.0,14.19,3.28,1.26,1.45,4.67,0.0,14.19,3801.83,43.95,11.56,0.0,5857.5,101.2,5756.3,0.31,-15.92,1.0,3.0,3.0,2.0,1.0,133.0,13.0,week <> 17-20
1/3/2022 4:00,3827.1,1823.79,23.83,1830.42,555.42,0.0,0.0,0.0,656.0,831.56,362.69,471.07,172.35,239.91,125.41,51.0,23.83,3.28,0.0,14.19,3.96,1.17,1.41,4.67,0.0,14.19,3790.51,43.68,11.52,0.0,5857.5,215.6,5641.9,0.31,-39.66,1.0,3.0,4.0,2.0,1.0,134.0,13.0,week <> 17-20
1/3/2022 5:00,3866.69,1828.74,24.25,1830.42,555.42,0.0,0.0,0.0,678.92,838.8,365.33,471.62,172.16,241.29,125.85,51.19,24.25,3.3,0.0,14.2,4.12,1.27,1.68,4.46,0.0,14.2,3840.17,44.24,11.52,0.0,5846.5,237.6,5608.9,0.31,-35.18,1.0,3.0,5.0,2.0,1.0,135.0,13.0,week <> 17-20
1/3/2022 6:00,3866.21,1833.69,24.57,1830.42,555.42,0.0,0.0,0.0,674.4,829.84,360.92,472.18,170.34,249.06,127.04,37.7,24.57,3.2,0.0,14.2,3.72,1.28,1.67,4.74,0.0,14.2,3831.21,44.14,11.52,0.0,5835.5,140.8,5694.7,0.31,-27.14,1.0,3.0,6.0,2.0,1.0,136.0,13.0,week <> 17-20
1/3/2022 7:00,3857.25,1838.64,24.28,1830.42,555.42,0.0,0.0,0.0,672.16,819.49,349.33,472.73,171.19,250.78,126.93,50.22,24.28,3.28,0.0,14.21,2.8,1.17,1.49,4.78,0.0,14.21,3831.72,44.14,11.52,0.0,5841.0,167.2,5673.8,0.31,-28.45,1.0,3.0,7.0,2.0,1.0,137.0,13.0,week <> 17-20
1/3/2022 8:00,3792.84,1839.93,24.68,1830.42,555.42,0.0,0.0,0.0,652.85,830.38,357.23,473.43,163.25,230.09,127.32,20.77,24.68,3.35,0.0,14.25,2.78,1.19,1.74,4.68,0.0,14.25,3762.27,43.34,11.52,0.0,5846.5,145.2,5701.3,0.31,-85.73,1.0,3.0,8.0,2.0,1.0,138.0,13.0,week <> 17-20
1/3/2022 9:00,3747.17,1837.36,24.35,1830.42,555.42,0.0,0.0,0.0,654.01,815.75,343.87,476.83,159.64,230.09,126.81,13.15,24.35,3.26,0.0,14.33,2.77,1.16,1.53,4.72,0.0,14.33,3722.55,42.88,11.52,26.4,5835.5,44.0,5817.9,0.31,-115.36,1.0,3.0,9.0,2.0,1.0,139.0,13.0,week <> 17-20
1/3/2022 10:00,3827.04,1834.78,24.55,1830.42,555.42,0.0,0.0,0.0,666.83,818.69,346.43,481.28,172.22,238.23,127.67,29.48,24.55,3.2,0.0,14.41,2.77,1.17,1.43,4.67,0.0,14.41,3802.02,43.8,11.52,0.0,5827.25,44.0,5783.25,0.31,-48.68,1.0,3.0,10.0,2.0,1.0,1310.0,13.0,week <> 17-20
1/3/2022 11:00,3919.62,1832.21,25.84,1830.42,555.42,0.0,0.0,0.0,666.43,817.71,333.9,492.0,170.87,238.23,126.94,32.74,25.84,2.66,0.0,14.48,3.12,1.38,1.76,4.67,0.0,14.48,3891.04,44.86,11.53,0.0,5821.75,110.0,5711.75,0.31,47.86,1.0,3.0,11.0,2.0,1.0,1311.0,13.0,week <> 17-20
1/3/2022 12:00,3958.44,1829.64,25.2,1830.42,555.42,0.0,0.0,0.0,659.9,852.36,334.78,517.38,168.07,239.88,125.92,46.45,25.2,3.2,0.0,14.56,2.75,1.6,1.68,4.62,0.0,14.56,3929.09,45.36,11.54,0.0,5827.25,79.2,5748.05,0.31,61.12,1.0,3.0,12.0,2.0,1.0,1312.0,13.0,week <> 17-20
1/3/2022 13:00,3912.2,1827.07,24.8,1830.42,555.42,0.0,0.0,0.0,646.05,874.59,352.3,518.89,168.54,240.19,125.79,47.01,24.8,3.3,0.0,14.64,2.59,1.28,1.36,4.55,0.0,14.64,3879.4,44.8,11.55,0.0,5843.75,237.6,5606.15,0.31,9.07,1.0,3.0,13.0,2.0,1.0,1313.0,13.0,week <> 17-20
1/3/2022 14:00,3917.0,1824.5,24.69,1830.42,555.42,0.0,0.0,0.0,632.94,869.55,351.33,518.82,167.16,240.63,125.96,46.26,24.69,3.32,0.0,14.72,2.01,1.34,1.54,4.57,0.0,14.72,3889.28,44.92,11.55,0.0,5830.0,198.0,5632.0,0.31,34.59,1.0,3.0,14.0,2.0,1.0,1314.0,13.0,week <> 17-20
1/3/2022 15:00,3950.92,1821.94,24.7,1830.42,555.42,0.0,0.0,0.0,648.17,867.14,352.97,518.75,170.75,238.14,125.67,50.92,24.7,3.28,0.0,14.8,1.94,1.47,1.67,4.5,0.0,14.8,3918.82,45.25,11.55,0.0,5832.75,57.2,5775.55,0.31,58.26,1.0,3.0,15.0,2.0,1.0,1315.0,13.0,week <> 17-20
1/3/2022 16:00,3883.25,1822.3,24.15,1830.42,555.42,0.0,0.0,0.0,675.1,865.43,350.29,518.68,170.85,238.39,126.03,48.12,24.15,3.33,0.0,14.83,2.16,1.45,1.33,4.5,0.0,14.83,3849.58,44.45,11.55,0.0,5830.0,96.8,5733.2,0.31,-35.0,1.0,3.0,16.0,2.0,1.0,1316.0,13.0,week <> 17-20
1/3/2022 17:00,3871.09,1825.09,25.2,1830.42,555.42,0.0,0.0,0.0,599.75,868.42,352.32,518.62,160.3,230.01,126.67,13.21,25.2,3.25,0.0,14.8,2.46,1.49,1.85,4.61,0.0,14.8,3849.66,44.45,11.55,0.0,5830.0,39.6,5790.4,0.31,22.42,1.0,3.0,17.0,2.0,1.0,1317.0,13.0,week 17-20
1/3/2022 18:00,3864.92,1826.68,24.78,1830.42,555.42,0.0,0.0,0.0,610.17,885.24,368.53,518.55,164.91,234.66,124.88,13.18,24.78,3.16,0.0,14.75,2.84,1.53,1.43,4.76,0.0,14.75,3829.93,44.22,11.55,0.0,5835.5,52.8,5782.7,0.31,-12.58,1.0,3.0,18.0,2.0,1.0,1318.0,13.0,week 17-20
1/3/2022 19:00,3888.89,1826.86,25.13,1830.42,555.42,0.0,0.0,0.0,622.19,880.85,366.28,518.48,168.56,232.27,125.46,13.19,25.13,3.14,0.0,14.73,3.08,1.58,1.61,4.75,0.0,14.73,3859.5,44.54,11.54,0.0,5835.5,52.8,5782.7,0.31,3.57,1.0,3.0,19.0,2.0,1.0,1319.0,13.0,week 17-20
1/3/2022 20:00,3904.24,1827.59,25.16,1830.42,555.42,0.0,0.0,0.0,634.29,885.02,363.59,517.36,170.96,235.83,125.39,13.12,25.16,3.1,0.0,14.74,2.33,1.24,1.78,4.62,0.0,14.74,3879.18,44.75,11.53,17.6,5832.75,79.2,5771.15,0.31,1.93,1.0,3.0,20.0,2.0,1.0,1320.0,13.0,week 17-20
